"ocid","release_id","id","title","description","status","date","amount","currency","correctedValue_amount","correctedValue_currency","enteredValue_amount","enteredValue_currency","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays"
"ocds-5wno2w-CE-20230002329938-69823","CE-20230002329938-69823-2023-02-05T04:10:59.740Z","CE-20230002329938","","","active","","76.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329939-69823","CE-20230002329939-69823-2023-02-05T04:10:59.753Z","CE-20230002329939","","","active","","336.74","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329940-69823","CE-20230002329940-69823-2023-02-05T04:10:59.767Z","CE-20230002329940","","","active","","905.58","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329941-69823","CE-20230002329941-69823-2023-02-05T04:10:59.781Z","CE-20230002329941","","","active","","155.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329942-69823","CE-20230002329942-69823-2023-02-05T04:10:59.794Z","CE-20230002329942","","","active","","62.51","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329943-69823","CE-20230002329943-69823-2023-02-05T04:10:59.809Z","CE-20230002329943","","","active","","721.28","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329944-69823","CE-20230002329944-69823-2023-02-05T04:10:59.823Z","CE-20230002329944","","","active","","356.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329945-69823","CE-20230002329945-69823-2023-02-05T04:10:59.831Z","CE-20230002329945","","","active","","297.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329946-69823","CE-20230002329946-69823-2023-02-05T04:10:59.842Z","CE-20230002329946","","","active","","2878.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329947-69823","CE-20230002329947-69823-2023-02-05T04:10:59.849Z","CE-20230002329947","","","active","","187.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329948-69823","CE-20230002329948-69823-2023-02-05T04:10:59.863Z","CE-20230002329948","","","active","","240.49","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329949-69823","CE-20230002329949-69823-2023-02-05T04:10:59.881Z","CE-20230002329949","","","active","","110.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329950-69823","CE-20230002329950-69823-2023-02-05T04:10:59.892Z","CE-20230002329950","","","active","","337.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329951-69823","CE-20230002329951-69823-2023-02-05T04:10:59.902Z","CE-20230002329951","","","active","","393.12","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329952-69823","CE-20230002329952-69823-2023-02-05T04:10:59.915Z","CE-20230002329952","","","active","","859.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329953-69823","CE-20230002329953-69823-2023-02-05T04:10:59.926Z","CE-20230002329953","","","active","","240.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329954-69823","CE-20230002329954-69823-2023-02-05T04:10:59.944Z","CE-20230002329954","","","active","","649.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329955-69823","CE-20230002329955-69823-2023-02-05T04:10:59.958Z","CE-20230002329955","","","active","","459.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329956-69823","CE-20230002329956-69823-2023-02-05T04:10:59.973Z","CE-20230002329956","","","active","","196.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329957-69823","CE-20230002329957-69823-2023-02-05T04:10:59.988Z","CE-20230002329957","","","active","","458.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329958-69823","CE-20230002329958-69823-2023-02-05T04:11:00.001Z","CE-20230002329958","","","active","","798.06","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329959-69823","CE-20230002329959-69823-2023-02-05T04:11:00.016Z","CE-20230002329959","","","active","","476.79","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329960-69823","CE-20230002329960-69823-2023-02-05T04:11:00.031Z","CE-20230002329960","","","active","","488.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329961-69823","CE-20230002329961-69823-2023-02-05T04:11:00.040Z","CE-20230002329961","","","active","","6250.68","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329962-69823","CE-20230002329962-69823-2023-02-05T04:11:00.054Z","CE-20230002329962","","","active","","324.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329986-101178","CE-20230002329986-101178-2023-02-05T04:11:00.062Z","CE-20230002329986","","","active","","3550.62","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329987-179419","CE-20230002329987-179419-2023-02-05T04:11:00.086Z","CE-20230002329987","","","active","","86688.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002323068-858783","CE-20230002323068-858783-2023-02-07T04:03:15.151Z","CE-20230002323068","","","active","","5.54","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002323069-858783","CE-20230002323069-858783-2023-02-07T04:03:15.176Z","CE-20230002323069","","","active","","7.06","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002323070-858783","CE-20230002323070-858783-2023-02-07T04:03:15.198Z","CE-20230002323070","","","active","","5.38","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329998-99342","CE-20230002329998-99342-2023-02-07T04:11:22.439Z","CE-20230002329998","","","active","","308.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002329999-99342","CE-20230002329999-99342-2023-02-07T04:11:22.463Z","CE-20230002329999","","","active","","31.36","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330000-99342","CE-20230002330000-99342-2023-02-07T04:11:22.475Z","CE-20230002330000","","","active","","125.55","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330001-99342","CE-20230002330001-99342-2023-02-07T04:11:22.497Z","CE-20230002330001","","","active","","98.11","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330002-99342","CE-20230002330002-99342-2023-02-07T04:11:22.517Z","CE-20230002330002","","","active","","64.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330003-99342","CE-20230002330003-99342-2023-02-07T04:11:22.532Z","CE-20230002330003","","","active","","150.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330004-99342","CE-20230002330004-99342-2023-02-07T04:11:22.546Z","CE-20230002330004","","","active","","255.30","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330005-99342","CE-20230002330005-99342-2023-02-07T04:11:22.561Z","CE-20230002330005","","","active","","198.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330006-99342","CE-20230002330006-99342-2023-02-07T04:11:22.577Z","CE-20230002330006","","","active","","36.16","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330007-99342","CE-20230002330007-99342-2023-02-07T04:11:22.597Z","CE-20230002330007","","","active","","20.55","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330008-99342","CE-20230002330008-99342-2023-02-07T04:11:22.617Z","CE-20230002330008","","","active","","39.48","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330009-99342","CE-20230002330009-99342-2023-02-07T04:11:22.636Z","CE-20230002330009","","","active","","526.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330010-99342","CE-20230002330010-99342-2023-02-07T04:11:22.650Z","CE-20230002330010","","","active","","29.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330011-99342","CE-20230002330011-99342-2023-02-07T04:11:22.668Z","CE-20230002330011","","","active","","115.89","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330012-99342","CE-20230002330012-99342-2023-02-07T04:11:22.687Z","CE-20230002330012","","","active","","124.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330013-99342","CE-20230002330013-99342-2023-02-07T04:11:22.700Z","CE-20230002330013","","","active","","37.44","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330014-99342","CE-20230002330014-99342-2023-02-07T04:11:22.717Z","CE-20230002330014","","","active","","255.53","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330015-99342","CE-20230002330015-99342-2023-02-07T04:11:22.731Z","CE-20230002330015","","","active","","99.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330016-99342","CE-20230002330016-99342-2023-02-07T04:11:22.743Z","CE-20230002330016","","","active","","428.34","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330017-99342","CE-20230002330017-99342-2023-02-07T04:11:22.758Z","CE-20230002330017","","","active","","22.32","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330018-99342","CE-20230002330018-99342-2023-02-07T04:11:22.771Z","CE-20230002330018","","","active","","107.54","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330019-99342","CE-20230002330019-99342-2023-02-07T04:11:22.789Z","CE-20230002330019","","","active","","62.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330020-99342","CE-20230002330020-99342-2023-02-07T04:11:22.807Z","CE-20230002330020","","","active","","249.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330021-99342","CE-20230002330021-99342-2023-02-07T04:11:22.819Z","CE-20230002330021","","","active","","78.03","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330022-99342","CE-20230002330022-99342-2023-02-07T04:11:22.834Z","CE-20230002330022","","","active","","256.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330023-99342","CE-20230002330023-99342-2023-02-07T04:11:22.855Z","CE-20230002330023","","","active","","165.87","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330025-99342","CE-20230002330025-99342-2023-02-07T04:11:22.879Z","CE-20230002330025","","","active","","67.84","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330026-99342","CE-20230002330026-99342-2023-02-07T04:11:22.897Z","CE-20230002330026","","","active","","264.74","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330027-99342","CE-20230002330027-99342-2023-02-07T04:11:22.914Z","CE-20230002330027","","","active","","720.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330028-99342","CE-20230002330028-99342-2023-02-07T04:11:22.932Z","CE-20230002330028","","","active","","136.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330029-99342","CE-20230002330029-99342-2023-02-07T04:11:22.947Z","CE-20230002330029","","","active","","315.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330030-99342","CE-20230002330030-99342-2023-02-07T04:11:22.967Z","CE-20230002330030","","","active","","110.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330031-99342","CE-20230002330031-99342-2023-02-07T04:11:22.987Z","CE-20230002330031","","","active","","13.02","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330032-99342","CE-20230002330032-99342-2023-02-07T04:11:23.000Z","CE-20230002330032","","","active","","800.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330033-99342","CE-20230002330033-99342-2023-02-07T04:11:23.017Z","CE-20230002330033","","","active","","481.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330034-99342","CE-20230002330034-99342-2023-02-07T04:11:23.032Z","CE-20230002330034","","","active","","507.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330035-99342","CE-20230002330035-99342-2023-02-07T04:11:23.043Z","CE-20230002330035","","","active","","20.08","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330036-99342","CE-20230002330036-99342-2023-02-07T04:11:23.056Z","CE-20230002330036","","","active","","103.62","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330037-99342","CE-20230002330037-99342-2023-02-07T04:11:23.069Z","CE-20230002330037","","","active","","318.72","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330038-99342","CE-20230002330038-99342-2023-02-07T04:11:23.087Z","CE-20230002330038","","","active","","272.70","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330039-99342","CE-20230002330039-99342-2023-02-07T04:11:23.105Z","CE-20230002330039","","","active","","330.35","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330040-99342","CE-20230002330040-99342-2023-02-07T04:11:23.124Z","CE-20230002330040","","","active","","6.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330041-99342","CE-20230002330041-99342-2023-02-07T04:11:23.136Z","CE-20230002330041","","","active","","332.48","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330042-99342","CE-20230002330042-99342-2023-02-07T04:11:23.155Z","CE-20230002330042","","","active","","232.62","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330043-99342","CE-20230002330043-99342-2023-02-07T04:11:23.173Z","CE-20230002330043","","","active","","221.39","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330044-99342","CE-20230002330044-99342-2023-02-07T04:11:23.189Z","CE-20230002330044","","","active","","128.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330045-99342","CE-20230002330045-99342-2023-02-07T04:11:23.203Z","CE-20230002330045","","","active","","115.64","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330046-99342","CE-20230002330046-99342-2023-02-07T04:11:23.219Z","CE-20230002330046","","","active","","473.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330047-99342","CE-20230002330047-99342-2023-02-07T04:11:23.235Z","CE-20230002330047","","","active","","212.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330048-99342","CE-20230002330048-99342-2023-02-07T04:11:23.251Z","CE-20230002330048","","","active","","81.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330049-99342","CE-20230002330049-99342-2023-02-07T04:11:23.268Z","CE-20230002330049","","","active","","73.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330050-99342","CE-20230002330050-99342-2023-02-07T04:11:23.284Z","CE-20230002330050","","","active","","108.12","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330051-99342","CE-20230002330051-99342-2023-02-07T04:11:23.300Z","CE-20230002330051","","","active","","28.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330052-42184","CE-20230002330052-42184-2023-02-07T04:11:23.315Z","CE-20230002330052","","","active","","578.19","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330053-42184","CE-20230002330053-42184-2023-02-07T04:11:23.336Z","CE-20230002330053","","","active","","2353.87","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330054-42184","CE-20230002330054-42184-2023-02-07T04:11:23.353Z","CE-20230002330054","","","active","","3538.98","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330055-42184","CE-20230002330055-42184-2023-02-07T04:11:23.368Z","CE-20230002330055","","","active","","890.27","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330056-42184","CE-20230002330056-42184-2023-02-07T04:11:23.382Z","CE-20230002330056","","","active","","3734.37","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330057-42184","CE-20230002330057-42184-2023-02-07T04:11:23.397Z","CE-20230002330057","","","active","","4875.89","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330060-311941","CE-20230002330060-311941-2023-02-07T04:11:23.416Z","CE-20230002330060","","","active","","322.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330061-311941","CE-20230002330061-311941-2023-02-07T04:11:23.436Z","CE-20230002330061","","","active","","70.56","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330062-311941","CE-20230002330062-311941-2023-02-07T04:11:23.448Z","CE-20230002330062","","","active","","63.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330063-311941","CE-20230002330063-311941-2023-02-07T04:11:23.461Z","CE-20230002330063","","","active","","9.55","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330064-311941","CE-20230002330064-311941-2023-02-07T04:11:23.476Z","CE-20230002330064","","","active","","108.65","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330065-311941","CE-20230002330065-311941-2023-02-07T04:11:23.496Z","CE-20230002330065","","","active","","84.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330066-311941","CE-20230002330066-311941-2023-02-07T04:11:23.512Z","CE-20230002330066","","","active","","43.86","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330067-311941","CE-20230002330067-311941-2023-02-07T04:11:23.525Z","CE-20230002330067","","","active","","16.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330068-311941","CE-20230002330068-311941-2023-02-07T04:11:23.540Z","CE-20230002330068","","","active","","20.94","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330069-311941","CE-20230002330069-311941-2023-02-07T04:11:23.554Z","CE-20230002330069","","","active","","13.95","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330070-311941","CE-20230002330070-311941-2023-02-07T04:11:23.567Z","CE-20230002330070","","","active","","100.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330071-311941","CE-20230002330071-311941-2023-02-07T04:11:23.577Z","CE-20230002330071","","","active","","648.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330072-311941","CE-20230002330072-311941-2023-02-07T04:11:23.591Z","CE-20230002330072","","","active","","145.17","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330073-311941","CE-20230002330073-311941-2023-02-07T04:11:23.606Z","CE-20230002330073","","","active","","173.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330074-311941","CE-20230002330074-311941-2023-02-07T04:11:23.623Z","CE-20230002330074","","","active","","125.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330075-311941","CE-20230002330075-311941-2023-02-07T04:11:23.640Z","CE-20230002330075","","","active","","7.52","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330076-311941","CE-20230002330076-311941-2023-02-07T04:11:23.657Z","CE-20230002330076","","","active","","287.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330077-311941","CE-20230002330077-311941-2023-02-07T04:11:23.671Z","CE-20230002330077","","","active","","24.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330078-311941","CE-20230002330078-311941-2023-02-07T04:11:23.684Z","CE-20230002330078","","","active","","374.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330079-311941","CE-20230002330079-311941-2023-02-07T04:11:23.696Z","CE-20230002330079","","","active","","27.12","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330080-311941","CE-20230002330080-311941-2023-02-07T04:11:23.711Z","CE-20230002330080","","","active","","84.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330081-311941","CE-20230002330081-311941-2023-02-07T04:11:23.726Z","CE-20230002330081","","","active","","27.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330082-311941","CE-20230002330082-311941-2023-02-07T04:11:23.742Z","CE-20230002330082","","","active","","56.82","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330083-311941","CE-20230002330083-311941-2023-02-07T04:11:23.762Z","CE-20230002330083","","","active","","318.45","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330084-311941","CE-20230002330084-311941-2023-02-07T04:11:23.773Z","CE-20230002330084","","","active","","37.42","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330085-311941","CE-20230002330085-311941-2023-02-07T04:11:23.794Z","CE-20230002330085","","","active","","16.45","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330086-311941","CE-20230002330086-311941-2023-02-07T04:11:23.812Z","CE-20230002330086","","","active","","89.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330087-311941","CE-20230002330087-311941-2023-02-07T04:11:23.828Z","CE-20230002330087","","","active","","9.59","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330088-311941","CE-20230002330088-311941-2023-02-07T04:11:23.845Z","CE-20230002330088","","","active","","130.90","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330089-311941","CE-20230002330089-311941-2023-02-07T04:11:23.859Z","CE-20230002330089","","","active","","37.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330090-311941","CE-20230002330090-311941-2023-02-07T04:11:23.872Z","CE-20230002330090","","","active","","71.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330091-311941","CE-20230002330091-311941-2023-02-07T04:11:23.883Z","CE-20230002330091","","","active","","60.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330092-311941","CE-20230002330092-311941-2023-02-07T04:11:23.895Z","CE-20230002330092","","","active","","16.73","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330093-311941","CE-20230002330093-311941-2023-02-07T04:11:23.909Z","CE-20230002330093","","","active","","89.64","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330094-311941","CE-20230002330094-311941-2023-02-07T04:11:23.928Z","CE-20230002330094","","","active","","37.68","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330095-311941","CE-20230002330095-311941-2023-02-07T04:11:23.941Z","CE-20230002330095","","","active","","27.23","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330096-311941","CE-20230002330096-311941-2023-02-07T04:11:23.963Z","CE-20230002330096","","","active","","152.15","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330097-311941","CE-20230002330097-311941-2023-02-07T04:11:23.985Z","CE-20230002330097","","","active","","32.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330098-311941","CE-20230002330098-311941-2023-02-07T04:11:24.002Z","CE-20230002330098","","","active","","16.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330099-311941","CE-20230002330099-311941-2023-02-07T04:11:24.014Z","CE-20230002330099","","","active","","51.11","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330100-311941","CE-20230002330100-311941-2023-02-07T04:11:24.028Z","CE-20230002330100","","","active","","19.53","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330101-311941","CE-20230002330101-311941-2023-02-07T04:11:24.040Z","CE-20230002330101","","","active","","35.51","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330102-311941","CE-20230002330102-311941-2023-02-07T04:11:24.057Z","CE-20230002330102","","","active","","30.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330103-311941","CE-20230002330103-311941-2023-02-07T04:11:24.074Z","CE-20230002330103","","","active","","1.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330104-311941","CE-20230002330104-311941-2023-02-07T04:11:24.090Z","CE-20230002330104","","","active","","36.81","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330105-311941","CE-20230002330105-311941-2023-02-07T04:11:24.107Z","CE-20230002330105","","","active","","17.70","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330106-311941","CE-20230002330106-311941-2023-02-07T04:11:24.122Z","CE-20230002330106","","","active","","42.45","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330107-311941","CE-20230002330107-311941-2023-02-07T04:11:24.139Z","CE-20230002330107","","","active","","16.38","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330108-311941","CE-20230002330108-311941-2023-02-07T04:11:24.155Z","CE-20230002330108","","","active","","31.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330109-311941","CE-20230002330109-311941-2023-02-07T04:11:24.173Z","CE-20230002330109","","","active","","77.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330110-311941","CE-20230002330110-311941-2023-02-07T04:11:24.186Z","CE-20230002330110","","","active","","28.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330111-311941","CE-20230002330111-311941-2023-02-07T04:11:24.200Z","CE-20230002330111","","","active","","65.04","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330112-311941","CE-20230002330112-311941-2023-02-07T04:11:24.216Z","CE-20230002330112","","","active","","18.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330113-311941","CE-20230002330113-311941-2023-02-07T04:11:24.230Z","CE-20230002330113","","","active","","31.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330114-311941","CE-20230002330114-311941-2023-02-07T04:11:24.248Z","CE-20230002330114","","","active","","30.79","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330115-311941","CE-20230002330115-311941-2023-02-07T04:11:24.264Z","CE-20230002330115","","","active","","67.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330116-311941","CE-20230002330116-311941-2023-02-07T04:11:24.277Z","CE-20230002330116","","","active","","74.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330117-311941","CE-20230002330117-311941-2023-02-07T04:11:24.297Z","CE-20230002330117","","","active","","71.10","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330118-311941","CE-20230002330118-311941-2023-02-07T04:11:24.313Z","CE-20230002330118","","","active","","40.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330119-311941","CE-20230002330119-311941-2023-02-07T04:11:24.329Z","CE-20230002330119","","","active","","136.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330120-311941","CE-20230002330120-311941-2023-02-07T04:11:24.347Z","CE-20230002330120","","","active","","220.23","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330121-311941","CE-20230002330121-311941-2023-02-07T04:11:24.363Z","CE-20230002330121","","","active","","222.62","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330122-311941","CE-20230002330122-311941-2023-02-07T04:11:24.380Z","CE-20230002330122","","","active","","120.92","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330123-311941","CE-20230002330123-311941-2023-02-07T04:11:24.391Z","CE-20230002330123","","","active","","21.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330124-899249","CE-20230002330124-899249-2023-02-07T04:11:24.405Z","CE-20230002330124","","","active","","2318.85","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330125-87397","CE-20230002330125-87397-2023-02-07T04:11:24.420Z","CE-20230002330125","","","active","","19732.07","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002330194-98414","CE-20230002330194-98414-2023-02-08T04:11:11.834Z","CE-20230002330194","","","active","","9.35","USD","","","","","","","",""
"ocds-5wno2w-SIE-DD09D24-002.2023-116204","SIE-DD09D24-002.2023-116204-2023-02-24T10:51:45.446Z-compiled","2081320-SIE-DD09D24-002.2023","","CUMPLE CON LO SOLICITADO EN LAS ESPECIFICACFIONES TECNICAS","","2023-02-23T14:15:32-05:00","358818.00","USD","","","","","","","",""
"ocds-5wno2w-SIE-DD11D03-001-2023-18841","SIE-DD11D03-001-2023-18841-2023-02-28T10:45:42.750Z-compiled","2081213-SIE-DD11D03-001-2023","","POR CUMPLIR CON TODO LO SOLICITADO EN LOS TDR Y PLIEGOS","","2023-02-27T20:01:14-05:00","160480.00","USD","","","","","","","",""
"ocds-5wno2w-SIE-FMMNC-003-2023-836661","SIE-FMMNC-003-2023-836661-2023-03-02T10:42:43.100Z-compiled","2081428-SIE-FMMNC-003-2023","","Se adjudica debido a que cumple con lo solicitado en los pliegos y especificaciones técnicas.","","2023-03-01T16:24:49-05:00","30215.00","USD","","","","","","","",""
"ocds-5wno2w-SIE-EPMAPSAC-2023-01-372536","SIE-EPMAPSAC-2023-01-372536-2023-03-01T11:24:58.643Z-compiled","2081344-SIE-EPMAPSAC-2023-01","","CUMPLE CON LO SOLICITADO","","2023-02-28T12:08:33-05:00","9499.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321149-442238","CE-20230002321149-442238-2023-02-08T04:01:32.558Z","CE-20230002321149","","","active","","53.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321150-442238","CE-20230002321150-442238-2023-02-08T04:01:32.575Z","CE-20230002321150","","","active","","13.89","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321153-442238","CE-20230002321153-442238-2023-02-08T04:01:32.583Z","CE-20230002321153","","","active","","28.90","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321154-442238","CE-20230002321154-442238-2023-02-08T04:01:32.590Z","CE-20230002321154","","","active","","17.92","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002321155-442238","CE-20230002321155-442238-2023-02-08T04:01:32.598Z","CE-20230002321155","","","active","","297.92","USD","","","","","","","",""
