"ocid","release_id","id","title","description","status","date","amount","currency","correctedValue_amount","correctedValue_currency","enteredValue_amount","enteredValue_currency","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays"
"ocds-5wno2w-CE-20230002336364-2825","CE-20230002336364-2825-2023-02-16T04:18:34.192Z","CE-20230002336364","","","active","","10.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336365-2825","CE-20230002336365-2825-2023-02-16T04:18:34.199Z","CE-20230002336365","","","active","","1709.70","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336366-2825","CE-20230002336366-2825-2023-02-16T04:18:34.205Z","CE-20230002336366","","","active","","56.43","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336408-479937","CE-20230002336408-479937-2023-02-16T04:18:34.212Z","CE-20230002336408","","","active","","33180.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336409-182271","CE-20230002336409-182271-2023-02-16T04:18:34.221Z","CE-20230002336409","","","active","","151.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336410-67912","CE-20230002336410-67912-2023-02-16T04:18:34.238Z","CE-20230002336410","","","active","","2042.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336411-67912","CE-20230002336411-67912-2023-02-16T04:18:34.249Z","CE-20230002336411","","","active","","313.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336412-67912","CE-20230002336412-67912-2023-02-16T04:18:34.256Z","CE-20230002336412","","","active","","707.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336413-67912","CE-20230002336413-67912-2023-02-16T04:18:34.264Z","CE-20230002336413","","","active","","26.84","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336414-67912","CE-20230002336414-67912-2023-02-16T04:18:34.277Z","CE-20230002336414","","","active","","1383.51","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336415-67912","CE-20230002336415-67912-2023-02-16T04:18:34.289Z","CE-20230002336415","","","active","","140.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336416-67912","CE-20230002336416-67912-2023-02-16T04:18:34.298Z","CE-20230002336416","","","active","","615.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336417-67912","CE-20230002336417-67912-2023-02-16T04:18:34.305Z","CE-20230002336417","","","active","","395.85","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336418-67912","CE-20230002336418-67912-2023-02-16T04:18:34.312Z","CE-20230002336418","","","active","","11.28","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336419-67912","CE-20230002336419-67912-2023-02-16T04:18:34.320Z","CE-20230002336419","","","active","","1137.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336420-67912","CE-20230002336420-67912-2023-02-16T04:18:34.329Z","CE-20230002336420","","","active","","10.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336421-67912","CE-20230002336421-67912-2023-02-16T04:18:34.337Z","CE-20230002336421","","","active","","74.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336422-67912","CE-20230002336422-67912-2023-02-16T04:18:34.347Z","CE-20230002336422","","","active","","182.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336423-67912","CE-20230002336423-67912-2023-02-16T04:18:34.357Z","CE-20230002336423","","","active","","1986.90","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336424-67912","CE-20230002336424-67912-2023-02-16T04:18:34.362Z","CE-20230002336424","","","active","","47.02","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336425-67912","CE-20230002336425-67912-2023-02-16T04:18:34.368Z","CE-20230002336425","","","active","","72.32","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002337050-15643","CE-20230002337050-15643-2023-02-16T04:18:36.392Z","CE-20230002337050","","","active","","1500.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336426-67912","CE-20230002336426-67912-2023-02-16T04:18:34.382Z","CE-20230002336426","","","active","","510.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336427-67912","CE-20230002336427-67912-2023-02-16T04:18:34.389Z","CE-20230002336427","","","active","","133.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336428-67912","CE-20230002336428-67912-2023-02-16T04:18:34.402Z","CE-20230002336428","","","active","","284.85","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336429-67912","CE-20230002336429-67912-2023-02-16T04:18:34.411Z","CE-20230002336429","","","active","","94.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336430-67912","CE-20230002336430-67912-2023-02-16T04:18:34.423Z","CE-20230002336430","","","active","","81.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336431-67912","CE-20230002336431-67912-2023-02-16T04:18:34.432Z","CE-20230002336431","","","active","","867.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336432-67912","CE-20230002336432-67912-2023-02-16T04:18:34.438Z","CE-20230002336432","","","active","","751.98","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336433-67912","CE-20230002336433-67912-2023-02-16T04:18:34.450Z","CE-20230002336433","","","active","","298.30","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336434-67912","CE-20230002336434-67912-2023-02-16T04:18:34.457Z","CE-20230002336434","","","active","","1098.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336435-67912","CE-20230002336435-67912-2023-02-16T04:18:34.470Z","CE-20230002336435","","","active","","117.97","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336436-67912","CE-20230002336436-67912-2023-02-16T04:18:34.481Z","CE-20230002336436","","","active","","468.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336437-67912","CE-20230002336437-67912-2023-02-16T04:18:34.488Z","CE-20230002336437","","","active","","1078.19","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336438-67912","CE-20230002336438-67912-2023-02-16T04:18:34.498Z","CE-20230002336438","","","active","","637.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336439-67912","CE-20230002336439-67912-2023-02-16T04:18:34.508Z","CE-20230002336439","","","active","","573.28","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336440-67912","CE-20230002336440-67912-2023-02-16T04:18:34.517Z","CE-20230002336440","","","active","","22.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336441-67912","CE-20230002336441-67912-2023-02-16T04:18:34.525Z","CE-20230002336441","","","active","","81.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336442-67912","CE-20230002336442-67912-2023-02-16T04:18:34.535Z","CE-20230002336442","","","active","","400.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336443-67912","CE-20230002336443-67912-2023-02-16T04:18:34.542Z","CE-20230002336443","","","active","","192.19","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336444-67912","CE-20230002336444-67912-2023-02-16T04:18:34.551Z","CE-20230002336444","","","active","","10.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336445-67912","CE-20230002336445-67912-2023-02-16T04:18:34.560Z","CE-20230002336445","","","active","","437.78","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336446-67912","CE-20230002336446-67912-2023-02-16T04:18:34.569Z","CE-20230002336446","","","active","","1.90","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336449-67912","CE-20230002336449-67912-2023-02-16T04:18:34.597Z","CE-20230002336449","","","active","","167.30","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336450-67912","CE-20230002336450-67912-2023-02-16T04:18:34.606Z","CE-20230002336450","","","active","","31.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336451-67912","CE-20230002336451-67912-2023-02-16T04:18:34.614Z","CE-20230002336451","","","active","","267.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336452-67912","CE-20230002336452-67912-2023-02-16T04:18:34.622Z","CE-20230002336452","","","active","","266.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336544-55406","CE-20230002336544-55406-2023-02-16T04:18:34.633Z","CE-20230002336544","","","active","","16079.45","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336545-182271","CE-20230002336545-182271-2023-02-16T04:18:34.653Z","CE-20230002336545","","","active","","151.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336577-479937","CE-20230002336577-479937-2023-02-16T04:18:34.661Z","CE-20230002336577","","","active","","28665.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336578-479937","CE-20230002336578-479937-2023-02-16T04:18:34.671Z","CE-20230002336578","","","active","","28560.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336579-479937","CE-20230002336579-479937-2023-02-16T04:18:34.681Z","CE-20230002336579","","","active","","24700.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336586-2449","CE-20230002336586-2449-2023-02-16T04:18:34.689Z","CE-20230002336586","","","active","","20563.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336588-479937","CE-20230002336588-479937-2023-02-16T04:18:34.708Z","CE-20230002336588","","","active","","5873.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336595-43837","CE-20230002336595-43837-2023-02-16T04:18:34.715Z","CE-20230002336595","","","active","","51.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336596-43837","CE-20230002336596-43837-2023-02-16T04:18:34.724Z","CE-20230002336596","","","active","","9403.35","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336597-52314","CE-20230002336597-52314-2023-02-16T04:18:34.730Z","CE-20230002336597","","","active","","7697.41","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336610-479937","CE-20230002336610-479937-2023-02-16T04:18:34.769Z","CE-20230002336610","","","active","","7347.60","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336611-479937","CE-20230002336611-479937-2023-02-16T04:18:34.778Z","CE-20230002336611","","","active","","8010.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336638-819676","CE-20230002336638-819676-2023-02-16T04:18:34.788Z","CE-20230002336638","","","active","","41958.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336639-819676","CE-20230002336639-819676-2023-02-16T04:18:34.800Z","CE-20230002336639","","","active","","41958.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336640-819676","CE-20230002336640-819676-2023-02-16T04:18:34.808Z","CE-20230002336640","","","active","","83916.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336643-479937","CE-20230002336643-479937-2023-02-16T04:18:34.817Z","CE-20230002336643","","","active","","10336.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336644-479937","CE-20230002336644-479937-2023-02-16T04:18:34.824Z","CE-20230002336644","","","active","","12585.75","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336645-452927","CE-20230002336645-452927-2023-02-16T04:18:34.837Z","CE-20230002336645","","","active","","180.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336646-452927","CE-20230002336646-452927-2023-02-16T04:18:34.850Z","CE-20230002336646","","","active","","100.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336647-452927","CE-20230002336647-452927-2023-02-16T04:18:34.857Z","CE-20230002336647","","","active","","50.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336648-452927","CE-20230002336648-452927-2023-02-16T04:18:34.866Z","CE-20230002336648","","","active","","683.88","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336649-452927","CE-20230002336649-452927-2023-02-16T04:18:34.873Z","CE-20230002336649","","","active","","150.48","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336650-452927","CE-20230002336650-452927-2023-02-16T04:18:34.881Z","CE-20230002336650","","","active","","364.32","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336651-452927","CE-20230002336651-452927-2023-02-16T04:18:34.890Z","CE-20230002336651","","","active","","45.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336652-452927","CE-20230002336652-452927-2023-02-16T04:18:34.898Z","CE-20230002336652","","","active","","180.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336657-453316","CE-20230002336657-453316-2023-02-16T04:18:34.906Z","CE-20230002336657","","","active","","18783.07","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336658-453316","CE-20230002336658-453316-2023-02-16T04:18:34.927Z","CE-20230002336658","","","active","","18783.07","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336659-453316","CE-20230002336659-453316-2023-02-16T04:18:34.943Z","CE-20230002336659","","","active","","18783.07","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336660-453316","CE-20230002336660-453316-2023-02-16T04:18:34.960Z","CE-20230002336660","","","active","","18783.07","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336694-19749","CE-20230002336694-19749-2023-02-16T04:18:34.977Z","CE-20230002336694","","","active","","258.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336695-19749","CE-20230002336695-19749-2023-02-16T04:18:34.988Z","CE-20230002336695","","","active","","8550.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336696-19749","CE-20230002336696-19749-2023-02-16T04:18:34.996Z","CE-20230002336696","","","active","","6000.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336697-19749","CE-20230002336697-19749-2023-02-16T04:18:35.001Z","CE-20230002336697","","","active","","5067.59","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336698-19749","CE-20230002336698-19749-2023-02-16T04:18:35.011Z","CE-20230002336698","","","active","","1900.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336699-19749","CE-20230002336699-19749-2023-02-16T04:18:35.018Z","CE-20230002336699","","","active","","19758.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336700-19749","CE-20230002336700-19749-2023-02-16T04:18:35.025Z","CE-20230002336700","","","active","","1812.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336702-19749","CE-20230002336702-19749-2023-02-16T04:18:35.037Z","CE-20230002336702","","","active","","180.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336703-19749","CE-20230002336703-19749-2023-02-16T04:18:35.044Z","CE-20230002336703","","","active","","3420.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336704-80269","CE-20230002336704-80269-2023-02-16T04:18:35.051Z","CE-20230002336704","","","active","","177.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336705-80269","CE-20230002336705-80269-2023-02-16T04:18:35.064Z","CE-20230002336705","","","active","","1610.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336706-80269","CE-20230002336706-80269-2023-02-16T04:18:35.073Z","CE-20230002336706","","","active","","1116.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336707-80269","CE-20230002336707-80269-2023-02-16T04:18:35.081Z","CE-20230002336707","","","active","","207.65","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336708-80269","CE-20230002336708-80269-2023-02-16T04:18:35.093Z","CE-20230002336708","","","active","","1283.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336709-80269","CE-20230002336709-80269-2023-02-16T04:18:35.101Z","CE-20230002336709","","","active","","2772.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336710-80269","CE-20230002336710-80269-2023-02-16T04:18:35.113Z","CE-20230002336710","","","active","","282.91","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336711-80269","CE-20230002336711-80269-2023-02-16T04:18:35.124Z","CE-20230002336711","","","active","","290.12","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336712-80269","CE-20230002336712-80269-2023-02-16T04:18:35.136Z","CE-20230002336712","","","active","","184.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336713-80269","CE-20230002336713-80269-2023-02-16T04:18:35.148Z","CE-20230002336713","","","active","","140.86","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336714-80269","CE-20230002336714-80269-2023-02-16T04:18:35.160Z","CE-20230002336714","","","active","","14.10","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336715-80269","CE-20230002336715-80269-2023-02-16T04:18:35.169Z","CE-20230002336715","","","active","","671.15","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336716-80269","CE-20230002336716-80269-2023-02-16T04:18:35.178Z","CE-20230002336716","","","active","","502.35","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336717-80269","CE-20230002336717-80269-2023-02-16T04:18:35.189Z","CE-20230002336717","","","active","","10440.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336718-80269","CE-20230002336718-80269-2023-02-16T04:18:35.198Z","CE-20230002336718","","","active","","688.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336719-80269","CE-20230002336719-80269-2023-02-16T04:18:35.209Z","CE-20230002336719","","","active","","33.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336720-80269","CE-20230002336720-80269-2023-02-16T04:18:35.219Z","CE-20230002336720","","","active","","1264.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002337051-15643","CE-20230002337051-15643-2023-02-16T04:18:36.400Z","CE-20230002337051","","","active","","11.44","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336721-80269","CE-20230002336721-80269-2023-02-16T04:18:35.231Z","CE-20230002336721","","","active","","1798.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336722-80269","CE-20230002336722-80269-2023-02-16T04:18:35.244Z","CE-20230002336722","","","active","","442.32","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336723-80269","CE-20230002336723-80269-2023-02-16T04:18:35.255Z","CE-20230002336723","","","active","","263.27","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336724-80269","CE-20230002336724-80269-2023-02-16T04:18:35.263Z","CE-20230002336724","","","active","","84.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336725-80269","CE-20230002336725-80269-2023-02-16T04:18:35.281Z","CE-20230002336725","","","active","","1120.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336726-80269","CE-20230002336726-80269-2023-02-16T04:18:35.291Z","CE-20230002336726","","","active","","226.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336727-80269","CE-20230002336727-80269-2023-02-16T04:18:35.303Z","CE-20230002336727","","","active","","400.90","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336728-80269","CE-20230002336728-80269-2023-02-16T04:18:35.314Z","CE-20230002336728","","","active","","966.58","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336729-80269","CE-20230002336729-80269-2023-02-16T04:18:35.325Z","CE-20230002336729","","","active","","358.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336730-80269","CE-20230002336730-80269-2023-02-16T04:18:35.336Z","CE-20230002336730","","","active","","167.79","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336731-80269","CE-20230002336731-80269-2023-02-16T04:18:35.349Z","CE-20230002336731","","","active","","325.08","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336732-80269","CE-20230002336732-80269-2023-02-16T04:18:35.361Z","CE-20230002336732","","","active","","654.86","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336733-80269","CE-20230002336733-80269-2023-02-16T04:18:35.371Z","CE-20230002336733","","","active","","1170.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336734-80269","CE-20230002336734-80269-2023-02-16T04:18:35.377Z","CE-20230002336734","","","active","","3.99","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336735-80269","CE-20230002336735-80269-2023-02-16T04:18:35.387Z","CE-20230002336735","","","active","","2431.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336736-80269","CE-20230002336736-80269-2023-02-16T04:18:35.397Z","CE-20230002336736","","","active","","5330.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336737-80269","CE-20230002336737-80269-2023-02-16T04:18:35.404Z","CE-20230002336737","","","active","","4942.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336738-80269","CE-20230002336738-80269-2023-02-16T04:18:35.418Z","CE-20230002336738","","","active","","468.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336739-80269","CE-20230002336739-80269-2023-02-16T04:18:35.426Z","CE-20230002336739","","","active","","273.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336740-80269","CE-20230002336740-80269-2023-02-16T04:18:35.533Z","CE-20230002336740","","","active","","540.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336741-80269","CE-20230002336741-80269-2023-02-16T04:18:35.544Z","CE-20230002336741","","","active","","580.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336742-80269","CE-20230002336742-80269-2023-02-16T04:18:35.556Z","CE-20230002336742","","","active","","27.23","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336743-80269","CE-20230002336743-80269-2023-02-16T04:18:35.567Z","CE-20230002336743","","","active","","145.80","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336744-80269","CE-20230002336744-80269-2023-02-16T04:18:35.584Z","CE-20230002336744","","","active","","19032.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336745-80269","CE-20230002336745-80269-2023-02-16T04:18:35.593Z","CE-20230002336745","","","active","","247.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336746-80269","CE-20230002336746-80269-2023-02-16T04:18:35.603Z","CE-20230002336746","","","active","","537.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336747-80269","CE-20230002336747-80269-2023-02-16T04:18:35.615Z","CE-20230002336747","","","active","","9163.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336748-80269","CE-20230002336748-80269-2023-02-16T04:18:35.623Z","CE-20230002336748","","","active","","741.15","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336749-80269","CE-20230002336749-80269-2023-02-16T04:18:35.633Z","CE-20230002336749","","","active","","328.72","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336750-80269","CE-20230002336750-80269-2023-02-16T04:18:35.643Z","CE-20230002336750","","","active","","401.86","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336751-80269","CE-20230002336751-80269-2023-02-16T04:18:35.655Z","CE-20230002336751","","","active","","1103.27","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336752-80269","CE-20230002336752-80269-2023-02-16T04:18:35.667Z","CE-20230002336752","","","active","","1287.90","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336753-80269","CE-20230002336753-80269-2023-02-16T04:18:35.678Z","CE-20230002336753","","","active","","188.85","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336754-80269","CE-20230002336754-80269-2023-02-16T04:18:35.690Z","CE-20230002336754","","","active","","39.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336755-80269","CE-20230002336755-80269-2023-02-16T04:18:35.699Z","CE-20230002336755","","","active","","159.90","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336756-80269","CE-20230002336756-80269-2023-02-16T04:18:35.711Z","CE-20230002336756","","","active","","3244.58","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336757-80269","CE-20230002336757-80269-2023-02-16T04:18:35.721Z","CE-20230002336757","","","active","","67.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336758-80269","CE-20230002336758-80269-2023-02-16T04:18:35.730Z","CE-20230002336758","","","active","","328.44","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336759-80269","CE-20230002336759-80269-2023-02-16T04:18:35.740Z","CE-20230002336759","","","active","","466.07","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336760-80269","CE-20230002336760-80269-2023-02-16T04:18:35.752Z","CE-20230002336760","","","active","","230.41","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336761-80269","CE-20230002336761-80269-2023-02-16T04:18:35.762Z","CE-20230002336761","","","active","","824.22","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336762-80269","CE-20230002336762-80269-2023-02-16T04:18:35.774Z","CE-20230002336762","","","active","","1009.82","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336763-80269","CE-20230002336763-80269-2023-02-16T04:18:35.787Z","CE-20230002336763","","","active","","1575.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336764-80269","CE-20230002336764-80269-2023-02-16T04:18:35.799Z","CE-20230002336764","","","active","","63.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336765-80269","CE-20230002336765-80269-2023-02-16T04:18:35.811Z","CE-20230002336765","","","active","","603.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336766-80269","CE-20230002336766-80269-2023-02-16T04:18:35.823Z","CE-20230002336766","","","active","","37.50","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336767-80269","CE-20230002336767-80269-2023-02-16T04:18:35.835Z","CE-20230002336767","","","active","","105.30","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336768-80269","CE-20230002336768-80269-2023-02-16T04:18:35.843Z","CE-20230002336768","","","active","","30.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336769-80269","CE-20230002336769-80269-2023-02-16T04:18:35.852Z","CE-20230002336769","","","active","","630.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336770-80269","CE-20230002336770-80269-2023-02-16T04:18:35.861Z","CE-20230002336770","","","active","","36.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336771-80269","CE-20230002336771-80269-2023-02-16T04:18:35.869Z","CE-20230002336771","","","active","","50.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336772-80269","CE-20230002336772-80269-2023-02-16T04:18:35.880Z","CE-20230002336772","","","active","","1231.20","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336773-80269","CE-20230002336773-80269-2023-02-16T04:18:35.888Z","CE-20230002336773","","","active","","227.92","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336774-80269","CE-20230002336774-80269-2023-02-16T04:18:35.899Z","CE-20230002336774","","","active","","15.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336775-1096812","CE-20230002336775-1096812-2023-02-16T04:18:35.906Z","CE-20230002336775","","","active","","156078.72","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336776-49716","CE-20230002336776-49716-2023-02-16T04:18:35.920Z","CE-20230002336776","","","active","","381.58","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336777-49716","CE-20230002336777-49716-2023-02-16T04:18:35.936Z","CE-20230002336777","","","active","","504.40","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336778-52314","CE-20230002336778-52314-2023-02-16T04:18:35.946Z","CE-20230002336778","","","active","","9234.36","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336779-52314","CE-20230002336779-52314-2023-02-16T04:18:35.963Z","CE-20230002336779","","","active","","273.17","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336780-75428","CE-20230002336780-75428-2023-02-16T04:18:35.972Z","CE-20230002336780","","","active","","96946.08","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336781-76040","CE-20230002336781-76040-2023-02-16T04:18:35.992Z","CE-20230002336781","","","active","","3030.47","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336818-79610","CE-20230002336818-79610-2023-02-16T04:18:36.009Z","CE-20230002336818","","","active","","11685.54","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336872-2422","CE-20230002336872-2422-2023-02-16T04:18:36.030Z","CE-20230002336872","","","active","","45932.10","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336884-117178","CE-20230002336884-117178-2023-02-16T04:18:36.051Z","CE-20230002336884","","","active","","945.00","USD","","","","","","","",""
"ocds-5wno2w-CE-20230002336966-440879","CE-20230002336966-440879-2023-02-16T04:18:36.064Z","CE-20230002336966","","","active","","2058.42","USD","","","","","","","",""
