"Uri","Version","PublisherName","PublisherScheme","PublisherUid","PublisherUri","License","PublicationPolicy","PublishedDate"
"https://portal.compraspublicas.gob.ec/sercop/datos_abiertos/","1.1","Servicio Nacional de Contratación Pública (SERCOP)","OCDS","ocds-5wno2w","https://www.compraspublicas.gob.ec","https://creativecommons.org/licenses/by/3.0/ec/","https://datosabiertos.compraspublicas.gob.ec/PLATAFORMA/documentos/politica-publicacion-SERCOP-OCDS.pdf","2023-03-02T11:03:34.662Z"
